PERMNO,HdrCUSIP,SecurityNm,Ticker,PERMCO,IssuerNm,MthCalDt,MthPrc,MthPrcDt
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2024-10-31,186.400000,2024-10-31
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2024-11-29,207.890000,2024-11-29
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2024-12-31,219.390000,2024-12-31
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2025-01-31,237.680000,2025-01-31
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2025-02-28,212.280000,2025-02-28
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2025-03-31,190.260000,2025-03-31
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2025-04-30,184.420000,2025-04-30
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2025-05-30,205.010000,2025-05-30
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2025-06-30,219.390000,2025-06-30
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2025-07-31,234.110000,2025-07-31
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2025-08-29,229.000000,2025-08-29
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2025-09-30,219.570000,2025-09-30
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2025-10-31,244.220000,2025-10-31
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2025-11-28,233.220000,2025-11-28
84788,02313510,AMAZON COM INC; COM NONE; CONS,AMZN,15473,AMAZON COM INC,2025-12-31,230.820000,2025-12-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2020-01-31,85.460000,2020-01-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2020-02-28,67.360000,2020-02-28
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2020-03-31,49.820000,2020-03-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2020-04-30,70.940000,2020-04-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2020-05-29,88.400000,2020-05-29
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2020-06-30,94.200000,2020-06-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2020-07-31,95.790000,2020-07-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2020-08-31,97.250000,2020-08-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2020-09-30,95.490000,2020-09-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2020-10-30,85.500000,2020-10-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2020-11-30,102.240000,2020-11-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2020-12-31,105.180000,2020-12-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2021-01-29,113.230000,2021-01-29
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2021-02-26,122.950000,2021-02-26
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2021-03-31,117.380000,2021-03-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2021-04-30,137.240000,2021-04-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2021-05-28,135.980000,2021-05-28
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2021-06-30,144.840000,2021-06-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2021-07-30,159.630000,2021-07-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2021-08-31,162.990000,2021-08-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2021-09-30,153.030000,2021-09-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2021-10-29,181.540000,2021-10-29
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2021-11-30,156.160000,2021-11-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2021-12-31,155.490000,2021-12-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2022-01-31,133.870000,2022-01-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2022-02-28,133.680000,2022-02-28
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2022-03-31,138.710000,2022-03-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2022-04-29,130.550000,2022-04-29
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2022-05-31,120.930000,2022-05-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2022-06-30,114.600000,2022-06-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2022-07-29,140.670000,2022-07-29
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2022-08-31,141.260000,2022-08-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2022-09-30,133.030000,2022-09-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2022-10-31,121.670000,2022-10-31
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2022-11-30,125.940000,2022-11-30
85992,56275010,MANHATTAN ASSOCIATES INC; COM NONE; CONS,MANH,16065,MANHATTAN ASSOCIATES INC,2022-12-30,121.400000,2022-12-30
