PERMNO,HdrCUSIP,Ticker,PERMCO,MthCalDt,MthPrc
87212,56501R10,MFC,35276,2020-11-30,17.060000
87212,56501R10,MFC,35276,2020-12-31,17.820000
87212,56501R10,MFC,35276,2021-01-29,18.080000
87212,56501R10,MFC,35276,2021-02-26,19.920000
87212,56501R10,MFC,35276,2021-03-31,21.500000
87212,56501R10,MFC,35276,2021-04-30,21.850000
87212,56501R10,MFC,35276,2021-05-28,20.900000
87212,56501R10,MFC,35276,2021-06-30,19.700000
87212,56501R10,MFC,35276,2021-07-30,19.330000
87212,56501R10,MFC,35276,2021-08-31,19.480000
87212,56501R10,MFC,35276,2021-09-30,19.240000
87212,56501R10,MFC,35276,2021-10-29,19.490000
87212,56501R10,MFC,35276,2021-11-30,17.950000
87212,56501R10,MFC,35276,2021-12-31,19.070000
87212,56501R10,MFC,35276,2022-01-31,20.820000
87212,56501R10,MFC,35276,2022-02-28,20.260000
87212,56501R10,MFC,35276,2022-03-31,21.350000
87212,56501R10,MFC,35276,2022-04-29,19.560000
87212,56501R10,MFC,35276,2022-05-31,18.530000
87212,56501R10,MFC,35276,2022-06-30,17.330000
87212,56501R10,MFC,35276,2022-07-29,18.320000
87212,56501R10,MFC,35276,2022-08-31,17.290000
87212,56501R10,MFC,35276,2022-09-30,15.670000
87212,56501R10,MFC,35276,2022-10-31,16.550000
87212,56501R10,MFC,35276,2022-11-30,18.030000
87212,56501R10,MFC,35276,2022-12-30,17.840000
87212,56501R10,MFC,35276,2023-01-31,19.800000
87212,56501R10,MFC,35276,2023-02-28,19.760000
87212,56501R10,MFC,35276,2023-03-31,18.360000
87212,56501R10,MFC,35276,2023-04-28,19.750000
87212,56501R10,MFC,35276,2023-05-31,18.520000
87212,56501R10,MFC,35276,2023-06-30,18.910000
87212,56501R10,MFC,35276,2023-07-31,20.000000
87212,56501R10,MFC,35276,2023-08-31,18.480000
87212,56501R10,MFC,35276,2023-09-29,18.280000
87212,56501R10,MFC,35276,2023-10-31,17.420000
87212,56501R10,MFC,35276,2023-11-30,19.590000
87212,56501R10,MFC,35276,2023-12-29,22.100000
87212,56501R10,MFC,35276,2024-01-31,22.110000
87212,56501R10,MFC,35276,2024-02-29,23.740000
87212,56501R10,MFC,35276,2024-03-28,24.990000
87212,56501R10,MFC,35276,2024-04-30,23.320000
87212,56501R10,MFC,35276,2024-05-31,25.960000
87212,56501R10,MFC,35276,2024-06-28,26.620000
87212,56501R10,MFC,35276,2024-07-31,26.630000
87212,56501R10,MFC,35276,2024-08-30,27.610000
87212,56501R10,MFC,35276,2024-09-30,29.550000
87212,56501R10,MFC,35276,2024-10-31,29.210000
87212,56501R10,MFC,35276,2024-11-29,32.130000
87212,56501R10,MFC,35276,2024-12-31,30.710000
87212,56501R10,MFC,35276,2025-01-31,29.910000
87212,56501R10,MFC,35276,2025-02-28,31.160000
87212,56501R10,MFC,35276,2025-03-31,31.150000
87212,56501R10,MFC,35276,2025-04-30,30.620000
87212,56501R10,MFC,35276,2025-05-30,31.840000
87212,56501R10,MFC,35276,2025-06-30,31.960000
87212,56501R10,MFC,35276,2025-07-31,30.960000
87212,56501R10,MFC,35276,2025-08-29,30.750000
87212,56501R10,MFC,35276,2025-09-30,31.150000
87212,56501R10,MFC,35276,2025-10-31,32.370000
87212,56501R10,MFC,35276,2025-11-28,35.210000
87212,56501R10,MFC,35276,2025-12-31,36.280000
