PERMNO,HdrCUSIP,SecurityNm,Ticker,PERMCO,IssuerNm,MthCalDt,MthPrc,MthPrcDt
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2020-06-30,67.800000,2020-06-30
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2020-07-31,69.090000,2020-07-31
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2020-08-31,76.120000,2020-08-31
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2020-09-30,70.140000,2020-09-30
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2020-10-30,69.990000,2020-10-30
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2020-11-30,81.980000,2020-11-30
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2020-12-31,82.060000,2020-12-31
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2021-01-29,80.870000,2021-01-29
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2021-02-26,85.090000,2021-02-26
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2021-03-31,92.210000,2021-03-31
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2021-04-30,95.400000,2021-04-30
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2021-05-28,103.990000,2021-05-28
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2021-06-30,101.310000,2021-06-30
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2021-07-30,101.140000,2021-07-30
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2021-08-31,102.760000,2021-08-31
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2021-09-30,99.480000,2021-09-30
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2021-10-29,104.010000,2021-10-29
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2021-11-30,99.030000,2021-11-30
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2021-12-31,106.140000,2021-12-31
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2022-01-31,114.040000,2022-01-31
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2022-02-28,110.420000,2022-02-28
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2022-03-31,110.270000,2022-03-31
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2022-04-29,101.030000,2022-04-29
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2022-05-31,104.480000,2022-05-31
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2022-06-30,96.820000,2022-06-30
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2022-07-29,97.510000,2022-07-29
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2022-08-31,93.040000,2022-08-31
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2022-09-30,90.040000,2022-09-30
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2022-10-31,92.470000,2022-10-31
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2022-11-30,99.780000,2022-11-30
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2022-12-30,94.020000,2022-12-30
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2023-01-31,102.360000,2023-01-31
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2023-02-28,101.480000,2023-02-28
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2023-03-31,95.580000,2023-03-31
82654,78008710,ROYAL BANK CANADA MONTREAL QUE; COM NONE; CONS,RY,29151,ROYAL BANK CANADA MONTREAL QUE,2023-04-28,99.310000,2023-04-28
