PERMNO,HdrCUSIP,Ticker,PERMCO,MthCalDt,MthPrc
86580,67066G10,NVDA,16382,2020-08-31,534.980000
86580,67066G10,NVDA,16382,2020-09-30,541.220000
86580,67066G10,NVDA,16382,2020-10-30,501.360000
86580,67066G10,NVDA,16382,2020-11-30,536.060000
86580,67066G10,NVDA,16382,2020-12-31,522.200000
86580,67066G10,NVDA,16382,2021-01-29,519.590000
86580,67066G10,NVDA,16382,2021-02-26,548.580000
86580,67066G10,NVDA,16382,2021-03-31,533.930000
86580,67066G10,NVDA,16382,2021-04-30,600.380000
86580,67066G10,NVDA,16382,2021-05-28,649.780000
86580,67066G10,NVDA,16382,2021-06-30,800.100000
86580,67066G10,NVDA,16382,2021-07-30,194.990000
86580,67066G10,NVDA,16382,2021-08-31,223.850000
86580,67066G10,NVDA,16382,2021-09-30,207.160000
86580,67066G10,NVDA,16382,2021-10-29,255.670000
86580,67066G10,NVDA,16382,2021-11-30,326.760000
86580,67066G10,NVDA,16382,2021-12-31,294.110000
86580,67066G10,NVDA,16382,2022-01-31,244.860000
86580,67066G10,NVDA,16382,2022-02-28,243.850000
86580,67066G10,NVDA,16382,2022-03-31,272.860000
86580,67066G10,NVDA,16382,2022-04-29,185.470000
86580,67066G10,NVDA,16382,2022-05-31,186.720000
86580,67066G10,NVDA,16382,2022-06-30,151.590000
86580,67066G10,NVDA,16382,2022-07-29,181.630000
86580,67066G10,NVDA,16382,2022-08-31,150.940000
86580,67066G10,NVDA,16382,2022-09-30,121.390000
86580,67066G10,NVDA,16382,2022-10-31,134.970000
86580,67066G10,NVDA,16382,2022-11-30,169.230000
86580,67066G10,NVDA,16382,2022-12-30,146.140000
86580,67066G10,NVDA,16382,2023-01-31,195.370000
86580,67066G10,NVDA,16382,2023-02-28,232.160000
86580,67066G10,NVDA,16382,2023-03-31,277.770000
86580,67066G10,NVDA,16382,2023-04-28,277.490000
86580,67066G10,NVDA,16382,2023-05-31,378.340000
86580,67066G10,NVDA,16382,2023-06-30,423.020000
86580,67066G10,NVDA,16382,2023-07-31,467.290000
86580,67066G10,NVDA,16382,2023-08-31,493.550000
86580,67066G10,NVDA,16382,2023-09-29,434.990000
86580,67066G10,NVDA,16382,2023-10-31,407.800000
86580,67066G10,NVDA,16382,2023-11-30,467.700000
86580,67066G10,NVDA,16382,2023-12-29,495.220000
86580,67066G10,NVDA,16382,2024-01-31,615.270000
86580,67066G10,NVDA,16382,2024-02-29,791.120000
86580,67066G10,NVDA,16382,2024-03-28,903.560000
86580,67066G10,NVDA,16382,2024-04-30,864.020000
86580,67066G10,NVDA,16382,2024-05-31,1096.330000
86580,67066G10,NVDA,16382,2024-06-28,123.540000
86580,67066G10,NVDA,16382,2024-06-28,123.540000
86580,67066G10,NVDA,16382,2024-07-31,117.020000
86580,67066G10,NVDA,16382,2024-08-30,119.370000
86580,67066G10,NVDA,16382,2024-09-30,121.440000
86580,67066G10,NVDA,16382,2024-10-31,132.760000
86580,67066G10,NVDA,16382,2024-11-29,138.250000
86580,67066G10,NVDA,16382,2024-12-31,134.290000
86580,67066G10,NVDA,16382,2025-01-31,120.070000
86580,67066G10,NVDA,16382,2025-02-28,124.920000
86580,67066G10,NVDA,16382,2025-03-31,108.380000
86580,67066G10,NVDA,16382,2025-04-30,108.920000
86580,67066G10,NVDA,16382,2025-05-30,135.130000
86580,67066G10,NVDA,16382,2025-06-30,157.990000
86580,67066G10,NVDA,16382,2025-07-31,177.870000
86580,67066G10,NVDA,16382,2025-08-29,174.180000
86580,67066G10,NVDA,16382,2025-09-30,186.580000
86580,67066G10,NVDA,16382,2025-10-31,202.490000
86580,67066G10,NVDA,16382,2025-11-28,177.000000
86580,67066G10,NVDA,16382,2025-12-31,186.500000
